City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
487,drayton valley,CA,64.99,overcast clouds,53.22,-114.99,Service Plus Inns & Suites (Drayton Valley Hotel)
489,nakusp,CA,77.0,clear sky,50.25,-117.8,Riders Retreat
491,santa rosa,PH,77.0,overcast clouds,14.31,121.11,Amethyst Econotel
493,panama city,PA,84.99,broken clouds,8.99,-79.52,Trump International Hotel & Tower Panama
496,chardara,KZ,81.81,clear sky,41.25,67.97,Жанаргул
497,culiacan,MX,93.0,clear sky,24.8,-107.39,Hotel Lucerna Culiacan
498,saint-joseph,RE,64.4,overcast clouds,-21.37,55.62,"""Plantation Bed and Breakfast"
499,lac du bonnet,CA,75.22,overcast clouds,50.25,-96.06,Casey's Inn Motor Hotel
500,alamos,MX,93.99,overcast clouds,27.02,-108.93,Luz del Sol
501,mecca,SA,88.56,scattered clouds,21.43,39.83,Hotel Fairmont Makkah Clock Royal Tower
502,taltal,CL,63.59,overcast clouds,-25.4,-70.48,Residencial Karime
503,norden,DE,62.6,scattered clouds,53.6,7.2,Hotel Aquarius
505,pozo colorado,PY,90.55,broken clouds,-23.49,-58.8,Hospedaje la Amistad
506,chunhuhub,MX,96.08,broken clouds,19.55,-88.68,
507,portland,US,81.0,clear sky,45.52,-122.68,Portland Marriott City Center
510,trincomalee,LK,82.92,overcast clouds,8.57,81.23,Welcombe Hotel
511,kuybysheve,UA,68.11,few clouds,47.36,36.65,
512,conceicao do araguaia,BR,93.2,clear sky,-8.26,-49.26,Tarumã Tropical Hotel
513,mackay,AU,63.0,scattered clouds,-21.15,149.2,International Lodge Motel
514,khash,IR,73.15,clear sky,28.22,61.22,دفتر پیشخوان دولت جمال زهی (خالد)
516,alta floresta,BR,93.2,clear sky,-9.88,-56.09,Floresta Amazonica Hotel
517,biltine,TD,88.48,scattered clouds,14.53,20.92,Hôtel Trois Étoiles de Biltine
518,mahajanga,MG,77.0,scattered clouds,-15.72,46.32,Restaurant Greedy Coco Lodge Majunga
519,itupiranga,BR,93.2,scattered clouds,-5.13,-49.33,JAIRO ORLINDO VIEIRA
522,ostroh,UA,61.29,clear sky,50.33,26.51,Atlant
524,carauari,BR,94.15,clear sky,-4.88,-66.9,Pousada Lobo
526,denpasar,ID,78.8,broken clouds,-8.65,115.22,ASTON Denpasar Hotel & Convention Center
527,lins,BR,82.4,clear sky,-21.68,-49.74,Blue Tree Thermas de Lins
528,ponta delgada,PT,69.8,scattered clouds,37.73,-25.67,Vila Nova Hotel
531,helena,US,81.0,clear sky,46.59,-112.04,Holiday Inn Express & Suites Helena
532,kupang,ID,72.75,scattered clouds,-10.17,123.58,Sylvia Hotel Premier Kupang
533,barra do garcas,BR,89.6,clear sky,-15.89,-52.26,Hotel Pousada Tropical
534,salalah,OM,80.6,broken clouds,17.02,54.09,HAMDAN PLAZA HOTEL
535,albania,AL,75.2,clear sky,41.0,20.0,Bora Homestay
539,gainesville,US,96.01,few clouds,29.65,-82.32,Wyndham Garden Gainesville
540,howard springs,AU,68.0,clear sky,-12.5,131.05,buffalo beach hostel
541,macas,EC,73.4,shower rain,-2.32,-78.12,Casa Upano - Guesthouse & Sanctuary
